type,coursecode,sectioncode,id,coursetitle
FRHD,4310,0103,5115,"Professional Issues"
FRHD,4310,0104,5116,"Professional Issues"
FRHD,4310,0105,5117,"Professional Issues"
FRHD,4310,0106,5118,"Professional Issues"
FRHD,4330,01,6663,"Practicum II: Child"
FRHD,4340,01,6664,"Practicum II: Youth"
FRHD,4810,01,5119,"Thesis I"
FRHD,4910,01,5120,"Thesis II"
GEOG,1200,0101,5125,"Society and Space"
GEOG,1200,0102,5126,"Society and Space"
GEOG,1200,0103,5127,"Society and Space"
GEOG,1200,0104,5128,"Society and Space"
GEOG,1200,0105,5129,"Society and Space"
GEOG,1200,0106,5130,"Society and Space"
GEOG,1220,01,5131,"Human Impact on the Environmen"
GEOG,1220,02,5132,"Human Impact on the Environmen"
GEOG,1220,DE,5133,"Human Impact on the Environmen"
GEOG,1300,0101,5134,"Intro to the Biophysical Env"
GEOG,1300,0102,5135,"Intro to the Biophysical Env"
GEOG,1300,0103,5136,"Intro to the Biophysical Env"
GEOG,1300,0104,5137,"Intro to the Biophysical Env"
GEOG,1300,0105,5138,"Intro to the Biophysical Env"
GEOG,1300,0106,5139,"Intro to the Biophysical Env"
GEOG,1350,01,5140,"Earth: Hazards & Global Change"
GEOG,2000,0101,5141,"Geomorphology"
GEOG,2000,0102,5142,"Geomorphology"
GEOG,2000,0103,5143,"Geomorphology"
GEOG,2000,0104,5144,"Geomorphology"
GEOG,2030,01,5145,"Environment & Development"
GEOG,2210,DE,5146,"Environment and Resources"
GEOG,2230,01,5147,"Economic Geography"
GEOG,2420,0101,5148,"The Earth From Space"
GEOG,2420,0102,5149,"The Earth From Space"
GEOG,2420,0103,5150,"The Earth From Space"
GEOG,2420,0104,5151,"The Earth From Space"
GEOG,2460,0101,5152,"Analysis in Geography"
GEOG,2460,0102,5153,"Analysis in Geography"
GEOG,2460,0103,5154,"Analysis in Geography"
GEOG,2460,0104,5155,"Analysis in Geography"
GEOG,2460,0105,5156,"Analysis in Geography"
GEOG,2480,0101,5157,"Mapping and GIS"
GEOG,2480,0102,5158,"Mapping and GIS"
GEOG,2480,0103,5159,"Mapping and GIS"
GEOG,2480,0104,5160,"Mapping and GIS"
GEOG,2480,0105,5161,"Mapping and GIS"
GEOG,2480,0106,5162,"Mapping and GIS"
GEOG,2480,0107,5163,"Mapping and GIS"
GEOG,3000,0101,5164,"Fluvial Processes"
GEOG,3000,0102,5165,"Fluvial Processes"
GEOG,3000,0103,5166,"Fluvial Processes"
GEOG,3020,01,5167,"Global Environmental Change"
GEOG,3090,01,5168,"Gender and Environment"
GEOG,3110,01,5169,"Biotic and Natural Resources"
GEOG,3210,01,5170,"Management of the Biophys Env"
GEOG,3320,01,5171,"Food Systems: Security & Susta"
GEOG,3480,0101,5172,"GIS and Spatial Analysis"
GEOG,3480,0102,5173,"GIS and Spatial Analysis"
GEOG,3480,0103,5174,"GIS and Spatial Analysis"
GEOG,3480,0104,5175,"GIS and Spatial Analysis"
GEOG,3490,DE,5176,"Tourism and Environment"
GEOG,3600,01,5177,"Geography of a Selected Region"
GEOG,4110,01,5178,"Environmental Systems Analysis"
GEOG,4200,01,5179,"Social Life of Cities"
GEOG,4210,0101,5180,"Environmental Governance"
GEOG,4210,0102,5181,"Environmental Governance"
GEOG,4210,0103,5182,"Environmental Governance"
GEOG,4210,0104,5183,"Environmental Governance"
GEOG,4690,0101,5184,"Geography Field Research"
GEOG,4990,01,5185,"Independent Study in Geography"
GERM,1100,0101,5192,"Introductory German I"
GERM,1100,0102,5193,"Introductory German I"
GERM,1100,0103,5194,"Introductory German I"
GERM,1100,0104,5195,"Introductory German I"
GERM,1100,0105,5196,"Introductory German I"
GERM,1100,0106,5197,"Introductory German I"
GERM,2010,0101,6764,"Intermediate Language Practice"
GERM,2490,0101,5198,"Intermediate German"
GERM,2490,0102,5199,"Intermediate German"
GERM,2490,AU01,6956,"Intermediate German"
GERM,3600,01,5200,"Directed Readings in German"
GERM,4940,01,5201,"Research Paper in German Std"
GERM,4940,02,5202,"Research Paper in German Std"
GERM,4940,03,5203,"Research Paper in German Std"
GERM,4940,04,5204,"Research Paper in German Std"
GREK,1110,01,5205,"Preliminary Greek II"
HIST,1010,01,5323,"The Early Modern World"
HIST,1050,01,5324,"Invitation to History"
HIST,1050,02,5325,"Invitation to History"
HIST,1150,01,5326,"The Modern World"
HIST,1250,01,5327,"Sci & Tech in a Global Context"
HIST,2000,01,5328,"The British Isles, 1066 - 1603"
HIST,2040,01,5329,"War and Society"
HIST,2100,0101,5330,"Pre-Confederation Canada"
HIST,2100,0102,5331,"Pre-Confederation Canada"
HIST,2100,0103,5332,"Pre-Confederation Canada"
HIST,2100,0104,5333,"Pre-Confederation Canada"
HIST,2100,0105,5334,"Pre-Confederation Canada"
HIST,2200,01,5336,"The Medieval World"
HIST,2260,DE,5337,"Religion and Society"
HIST,2300,01,5338,"The United States Since 1776"
HIST,2450,0101,5339,"The Practising Historian"
HIST,2450,0102,5340,"The Practising Historian"
HIST,2450,0103,5341,"The Practising Historian"
HIST,2450,0104,5342,"The Practising Historian"
HIST,2450,0105,5343,"The Practising Historian"
HIST,2510,0101,5345,"Modern Europe Since 1789"
HIST,2510,0102,5346,"Modern Europe Since 1789"
HIST,2510,0103,5347,"Modern Europe Since 1789"
HIST,2930,01,5348,"Women and Cultural Change"
HIST,3130,01,5349,"Popular Culture and Punishment"
HIST,3140,DE,5350,"Witch-Hunts & Popular Culture"
HIST,3150,01,5351,"History and Culture of Mexico"
HIST,3260,01,5352,"Cinema & the Moving Image"
HIST,3320,01,5353,"Modern China"
HIST,3410,01,5354,"Pre-Colonial Africa"
HIST,3440,01,5355,"The Global Sixties"
HIST,3450,01,5356,"The Uses of History"
HIST,3470,01,5357,"Ind Reading/Workplace Learning"
HIST,3470,02,5358,"Ind Reading/Workplace Learning"
HIST,3480,01,5359,"Workplace Learning"
HIST,3590,01,5361,"Ancient & Medieval India"
HIST,3640,01,5362,"Madness and Psychiatry"
HIST,3660,0101,5363,"Canadian Social History"
HIST,3660,0102,5364,"Canadian Social History"
HIST,4100,01,5365,"Africa & the Slave Trades"
HIST,4200,01,5367,"Health, Mind and Body"
HIST,4270,01,5368,"Topics in Modern Asia"
HIST,4280,01,5369,"Poverty & Policy in Victorian"
HIST,4470,01,5370,"Special Hist Proj Seminar I"
HIST,4470,02,5371,"Special Hist Proj Seminar I"
HIST,4470,03,5372,"Special Hist Proj Seminar I"
HIST,4470,04,5373,"Special Hist Proj Seminar I"
HIST,4970,01,5374,"Special Hist Proj Seminar II"
HIST,4970,02,5375,"Special Hist Proj Seminar II"
HK,2270,0101,5412,"Human Biomechanics"
HK,2270,0102,5413,"Human Biomechanics"
HK,2270,0103,5414,"Human Biomechanics"
HK,2270,0104,5415,"Human Biomechanics"
HK,2270,0105,5416,"Human Biomechanics"
HK,2270,0106,5417,"Human Biomechanics"
HK,3401,0101,5419,"Human Anatomy: Dissection"
HK,3401,0102,5420,"Human Anatomy: Dissection"
HK,3401,0103,5421,"Human Anatomy: Dissection"
HK,3401,0104,5422,"Human Anatomy: Dissection"
HK,3501,0101,5423,"Human Anatomy: Prosection"
HK,3501,0102,5424,"Human Anatomy: Prosection"
HK,3600,0101,5425,"Applied Human Kinetics I"
HK,3600,0102,5426,"Applied Human Kinetics I"
HK,3600,0104,5428,"Applied Human Kinetics I"
HK,3600,0105,5429,"Applied Human Kinetics I"
HK,3810,0101,5430,"Human Physiology II"
HK,4230,0101,5431,"Adv Study Hum Hlth & Nutr Sci"
HK,4340,01,5432,"Genomics: Exercise and Disease"
HK,4360,0101,5433,"Res in Human Hlth & Nutr Sci"
HK,4371,0101,5434,"Res in Hum Hlth & Nutr Sci II"
HK,4372,0101,5435,"Res in Hum Hlth & Nutr Sci II"
HK,4441,0101,5436,"Advanced Study in Human Anat."
HK,4441,0102,5437,"Advanced Study in Human Anat."
HK,4510,0101,5438,"Teaching, Learning & Knowledge"
HK,4511,0101,5439,"Teaching-Learning-Knowledge II"
HK,4550,01,5440,"Human Cardio-respiratory Phys"
HK,4610,0101,5441,"Health and Injury Biomechanics"
HK,4610,0102,5442,"Health and Injury Biomechanics"
HK,4610,0103,5443,"Health and Injury Biomechanics"
HK,4610,0104,5444,"Health and Injury Biomechanics"
HORT,1130,01,5446,"Science of Gardening"
HORT,2450,0101,5447,"Intro to Turfgrass Science"
HORT,3010,0101,5448,"Annual, Perennial & Indoor Plt"
HORT,3050,0101,5449,"Turfgrass Insect Pests & Weeds"
HORT,3150,0101,5450,"Principles Plant Propogation"
HORT,3510,0101,5451,"Vegetable Production"
HORT,4380,01,5452,"Tropical & Sub-Tropical Crops"
HORT,4420,0101,5453,"Fruit Crops"
HROB,2010,01,5454,"Foundations of Leadership"
HROB,2010,DE,5455,"Foundations of Leadership"
HROB,2090,01,5456,"Individuals & Groups in Orgs"
HROB,2090,DE,5457,"Individuals & Groups in Orgs"
HROB,2290,01,5458,"Human Resources Management"
HROB,3010,DE,5459,"Mng & Rewarding Performance"
HROB,3050,01,5460,"Employment Law"
HROB,3070,01,5461,"Attracting & Acquiring Talent"
HROB,3100,01,5462,"Dev Mgmt & Ldshp Competencies"
HROB,4010,DE,5463,"Leadership Certif Capstone"
HROB,4100,01,5464,"Evidence-Based People Mgmt"
HTM,1700,0101,5465,"Foodservice Management"
HTM,1700,0102,5466,"Foodservice Management"
HTM,1700,0103,5467,"Foodservice Management"
HTM,1700,0104,5468,"Foodservice Management"
HTM,2010,0101,5469,"Hosp & Tourism Business Comm"
HTM,2010,0102,5470,"Hosp & Tourism Business Comm"
HTM,2030,0101,5471,"Control Syst/Hospitality Ind"
HTM,2030,0102,5472,"Control Syst/Hospitality Ind"
HTM,2030,DE,5473,"Control Syst/Hospitality Ind"
HTM,2170,01,5474,"Resp Tourism Policy & Planning"
HTM,2700,0101,5475,"Understanding Foods"
HTM,2700,0102,5476,"Understanding Foods"
HTM,2700,0103,5477,"Understanding Foods"
HTM,2700,0104,5478,"Understanding Foods"
HTM,2700,0105,5479,"Understanding Foods"
HTM,2700,0106,5480,"Understanding Foods"
HTM,2740,0101,5482,"Cultural Aspects of Food"
HTM,2740,0102,5483,"Cultural Aspects of Food"
HTM,2740,0103,5484,"Cultural Aspects of Food"
HTM,2740,0104,5485,"Cultural Aspects of Food"
HTM,3030,0101,5486,"Beverage Management"
HTM,3030,0102,5487,"Beverage Management"
HTM,3060,0101,5488,"Lodging Management"
HTM,3060,0102,5489,"Lodging Management"
HTM,3080,0101,5490,"Marketing Strategy Hosp Mgrs"
HTM,3090,0101,5491,"Restaurant Operations Mngt"
HTM,3090,0102,5492,"Restaurant Operations Mngt"
HTM,3090,0103,5493,"Restaurant Operations Mngt"
HTM,3090,0104,5494,"Restaurant Operations Mngt"
HTM,3120,01,5496,"Service Operations Analysis"
HTM,3160,01,5497,"Destination Mngt & Marketing"
HTM,3780,DE,5498,"Managing Food in Canada"
HTM,4090,01,5499,"Hosp Dvmt, Design, & Sustain"
HTM,4130,01,5500,"Current Management Topics"
HTM,4140,01,5501,"Current Management Topics"
HTM,4150,01,5502,"Current Management Issues"
HTM,4190,01,5503,"Industry Consultation"
HTM,4300,01,5504,"Co-op Education Seminar"
HTM,4500,01,5505,"Special Study"
HUMN,2300,01,6772,"Fund. of Arts Management II"
IBIO,4100,0101,5512,"Interpreting Biodiversity II"
IBIO,4500,0101,5513,"Research in Integrative Biol I"
IBIO,4510,0101,5514,"Research/ Integrative Biol II"
IBIO,4521,0101,5515,"Thesis in Integrative Biology"
IBIO,4600,0101,5516,"Marine and Freshwater Research"
IDEV,1000,0101,5520,"Understanding Development"
IDEV,1000,0102,5521,"Understanding Development"
IDEV,1000,0103,5522,"Understanding Development"
IDEV,1000,0104,5523,"Understanding Development"
IDEV,3200,01,5524,"Individual Work/Study in I.D."
IDEV,4190,01,5525,"Regional Context"
IDEV,4200,01,5526,"Adv. Work/Study Int. Devel."
IDEV,4500,01,5527,"International Devlpmt Seminar"
IPS,1500,0101,5532,"Int. Math. Phys. I"
IPS,1500,0102,5533,"Int. Math. Phys. I"
IPS,1500,0103,5534,"Int. Math. Phys. I"
IPS,1500,0104,5535,"Int. Math. Phys. I"
IPS,1500,0105,5536,"Int. Math. Phys. I"
IPS,1500,0106,5537,"Int. Math. Phys. I"
IPS,1500,0107,5538,"Int. Math. Phys. I"
IPS,1500,0108,5539,"Int. Math. Phys. I"
IPS,1500,0109,5540,"Int. Math. Phys. I"
IPS,1500,0110,5541,"Int. Math. Phys. I"
ITAL,1060,0101,5542,"Introductory Italian I"
ITAL,1060,0102,5543,"Introductory Italian I"
ITAL,1060,0103,5544,"Introductory Italian I"
ITAL,1060,0104,5545,"Introductory Italian I"
ITAL,1060,0105,5546,"Introductory Italian I"
ITAL,2090,0101,5547,"Intermediate Italian"
LARC,1100,0101,5553,"Design & Communications Studio"
LARC,1950,01,5554,"History of Cultural Form I"
LARC,2100,0101,5555,"Landscape Analysis"
LARC,2240,0101,5556,"Plants in the Landscape"
LARC,2240,0102,5557,"Plants in the Landscape"
LARC,2410,0101,5558,"Site Engineering"
LARC,3040,0101,5559,"Site Planning & Design Studio"
LARC,3060,0101,5560,"Landscape Architecture II"
LARC,3070,0101,5561,"Landscape Architecture III"
LARC,3320,01,5562,"Principles of Landscape Ecol"
LARC,3440,0101,5563,"Landscape Construction II"
LARC,3500,01,5564,"Independent Study"
LARC,4510,01,5565,"Honours Thesis"
LARC,4610,01,5566,"Professional Practice"
LARC,4620,01,5567,"Internship in Landscape Archit"
LARC,4730,01,5568,"Special Study in Landscape Arc"
LARC,4740,01,5569,"Case Studies"
LAT,1100,01,5578,"Preliminary Latin I"
LAT,2000,01,5579,"Latin Literature"
LAT,4100,01,5580,"Directed Readings in Latin Lit"
LAT,4100,02,5581,"Directed Readings in Latin Lit"
LAT,4150,01,5582,"Research Paper: Latin"
LAT,4150,02,5583,"Research Paper: Latin"
LING,1000,01,5595,"Introduction to Linguistics"
MATH,1030,01,5598,"Business Mathematics"
MATH,1030,02,5599,"Business Mathematics"
MATH,1080,0101,5600,"Elements of Calculus I"
MATH,1080,0102,5601,"Elements of Calculus I"
MATH,1080,0103,5602,"Elements of Calculus I"
MATH,1080,0104,5603,"Elements of Calculus I"
MATH,1080,0105,5604,"Elements of Calculus I"
MATH,1080,0201,5605,"Elements of Calculus I"
MATH,1080,0202,5606,"Elements of Calculus I"
MATH,1080,0203,5607,"Elements of Calculus I"
MATH,1080,0204,5608,"Elements of Calculus I"
MATH,1080,0205,5609,"Elements of Calculus I"
MATH,1080,0301,5610,"Elements of Calculus I"
MATH,1080,0302,5611,"Elements of Calculus I"
MATH,1080,0303,5612,"Elements of Calculus I"
MATH,1080,0304,5613,"Elements of Calculus I"
MATH,1080,0305,5614,"Elements of Calculus I"
MATH,1080,0401,5615,"Elements of Calculus I"
MATH,1080,0402,5616,"Elements of Calculus I"
MATH,1080,0403,5617,"Elements of Calculus I"
MATH,1080,0404,5618,"Elements of Calculus I"
MATH,1080,0405,5619,"Elements of Calculus I"
MATH,1160,01,5620,"Linear Algebra I"
MATH,1200,0101,5621,"Calculus I"
MATH,1200,0102,5622,"Calculus I"
MATH,1200,0201,5623,"Calculus I"
MATH,1200,0202,5624,"Calculus I"
MATH,2200,01,5625,"Advanced Calculus I"
MATH,2270,0101,5626,"Applied Differential Equations"
MATH,2270,0102,5627,"Applied Differential Equations"
MATH,2270,0103,5628,"Applied Differential Equations"
MATH,2270,0104,5629,"Applied Differential Equations"
MATH,2270,0105,5630,"Applied Differential Equations"
MATH,2270,0106,5631,"Applied Differential Equations"
MATH,2270,0107,5632,"Applied Differential Equations"
MATH,2270,0108,5633,"Applied Differential Equations"
MATH,2270,0109,5634,"Applied Differential Equations"
MATH,2270,0110,5635,"Applied Differential Equations"
MATH,2270,0111,5636,"Applied Differential Equations"
MATH,2270,0112,5637,"Applied Differential Equations"
MATH,2270,0201,5638,"Applied Differential Equations"
MATH,2270,0202,5639,"Applied Differential Equations"
MATH,2270,0203,5640,"Applied Differential Equations"
MATH,2270,0204,5641,"Applied Differential Equations"
MATH,2270,0205,5642,"Applied Differential Equations"
MATH,2270,0206,5643,"Applied Differential Equations"
MATH,2270,0207,5644,"Applied Differential Equations"
MATH,2270,0208,5645,"Applied Differential Equations"
MATH,2270,0209,5646,"Applied Differential Equations"
MATH,2270,0210,5647,"Applied Differential Equations"
MATH,2270,0211,5648,"Applied Differential Equations"
MATH,2270,0212,5649,"Applied Differential Equations"
MATH,3100,0101,5650,"Differential Equations II"
MATH,3130,01,5651,"Abstract Algebra"
MATH,3200,01,5652,"Real Analysis"
MATH,3240,01,5653,"Operations Research"
MATH,4150,01,5654,"Topics in Mathematics III"
MATH,4200,01,5655,"Advanced Analysis"
MATH,4270,01,5656,"Adv Partial Differencial Equat"
MATH,4600,01,5657,"Adv Research Project in Math"
MBG,2040,0101,5662,"Foundations Mol Biol Genetics"
MBG,2040,0102,5663,"Foundations Mol Biol Genetics"
MBG,2040,0103,5664,"Foundations Mol Biol Genetics"
MBG,2040,0104,5665,"Foundations Mol Biol Genetics"
MBG,2040,0105,5666,"Foundations Mol Biol Genetics"
MBG,2040,0106,5667,"Foundations Mol Biol Genetics"
MBG,2040,0107,5668,"Foundations Mol Biol Genetics"
MBG,2040,0108,5669,"Foundations Mol Biol Genetics"
MBG,2040,0109,5670,"Foundations Mol Biol Genetics"
MBG,2040,0110,5671,"Foundations Mol Biol Genetics"
MBG,2040,0111,5672,"Foundations Mol Biol Genetics"
MBG,2040,0112,5673,"Foundations Mol Biol Genetics"
MBG,2040,0213,5674,"Foundations Mol Biol Genetics"
MBG,2040,0214,5675,"Foundations Mol Biol Genetics"
MBG,2040,0215,5676,"Foundations Mol Biol Genetics"
MBG,2040,0216,5677,"Foundations Mol Biol Genetics"
MBG,2040,0217,5678,"Foundations Mol Biol Genetics"
MBG,2040,0218,5679,"Foundations Mol Biol Genetics"
MBG,2040,0219,5680,"Foundations Mol Biol Genetics"
MBG,2040,0220,5681,"Foundations Mol Biol Genetics"
MBG,2040,0221,5682,"Foundations Mol Biol Genetics"
MBG,2040,0222,5683,"Foundations Mol Biol Genetics"
MBG,2040,0223,5684,"Foundations Mol Biol Genetics"
MBG,2040,0224,5685,"Foundations Mol Biol Genetics"
MBG,2400,0101,5686,"Plant & Animal Genetics"
MBG,2400,0102,5687,"Plant & Animal Genetics"
MBG,2400,0103,5688,"Plant & Animal Genetics"
MBG,2400,0104,5689,"Plant & Animal Genetics"
MBG,2400,0105,5690,"Plant & Animal Genetics"
MBG,2400,0106,5691,"Plant & Animal Genetics"
MBG,2400,0107,5692,"Plant & Animal Genetics"
MBG,2400,0108,5693,"Plant & Animal Genetics"
MBG,2400,0109,5694,"Plant & Animal Genetics"
MBG,2400,0110,5695,"Plant & Animal Genetics"
MBG,2400,0111,5696,"Plant & Animal Genetics"
MBG,2400,0112,5697,"Plant & Animal Genetics"
MBG,3040,01,5698,"Molecular Biology of the Gene"
MBG,3080,01,5699,"Bacterial Genetics"
MBG,3350,0101,5700,"Lab Methods in Mol Biol I"
MBG,3350,0102,5701,"Lab Methods in Mol Biol I"
MBG,3350,0103,5702,"Lab Methods in Mol Biol I"
MBG,3350,0104,5703,"Lab Methods in Mol Biol I"
MBG,4020,01,5704,"Genetics of Companion Animals"
MBG,4040,0101,5705,"Genetics & Mol Biol of Dvlmt"
MBG,4110,01,5706,"Advanced Concepts in Genetics"
MBG,4160,0101,5707,"Plant Breeding"
MBG,4160,0102,5708,"Plant Breeding"
MCB,2050,0101,5710,"Molecular Biology of the Cell"
MCB,2050,0102,5711,"Molecular Biology of the Cell"
MCB,2050,0103,5712,"Molecular Biology of the Cell"
MCB,2050,0104,5713,"Molecular Biology of the Cell"
MCB,2050,0105,5714,"Molecular Biology of the Cell"
MCB,2050,0106,5715,"Molecular Biology of the Cell"
MCB,4050,01,5716,"Protein & Nucleic Acid Struc"
MCB,4500,0101,5717,"Research Project in MCB I"
MCB,4500,0102,5718,"Research Project in MCB I"
MCB,4500,0103,5719,"Research Project in MCB I"
MCB,4500,0104,5720,"Research Project in MCB I"
MCB,4500,0105,5721,"Research Project in MCB I"
MCB,4500,0106,5722,"Research Project in MCB I"
MCB,4500,0107,5723,"Research Project in MCB I"
MCB,4500,0108,5724,"Research Project in MCB I"
MCB,4500,0109,5725,"Research Project in MCB I"
MCB,4500,0110,5726,"Research Project in MCB I"
MCB,4500,0111,5727,"Research Project in MCB I"
MCB,4500,0112,5728,"Research Project in MCB I"
MCB,4500,0113,5729,"Research Project in MCB I"
MCB,4500,0114,5730,"Research Project in MCB I"
MCB,4500,0115,5731,"Research Project in MCB I"
MCB,4500,0116,5732,"Research Project in MCB I"
MCB,4500,0117,5733,"Research Project in MCB I"
MCB,4500,0118,5734,"Research Project in MCB I"
MCB,4500,0119,5735,"Research Project in MCB I"
MCB,4500,0120,5736,"Research Project in MCB I"
MCB,4500,0121,5737,"Research Project in MCB I"
MCB,4500,0122,5738,"Research Project in MCB I"
MCB,4500,0123,5739,"Research Project in MCB I"
MCB,4500,0124,5740,"Research Project in MCB I"
MCB,4500,0125,5741,"Research Project in MCB I"
MCB,4500,0126,5742,"Research Project in MCB I"
MCB,4500,0127,5743,"Research Project in MCB I"
MCB,4500,0128,5744,"Research Project in MCB I"
MCB,4500,0129,5745,"Research Project in MCB I"
MCB,4500,0130,5746,"Research Project in MCB I"
MCB,4500,0131,5747,"Research Project in MCB I"
MCB,4500,0132,5748,"Research Project in MCB I"
MCB,4500,0133,5749,"Research Project in MCB I"
MCB,4500,0134,5750,"Research Project in MCB I"
MCB,4500,0135,5751,"Research Project in MCB I"
MCB,4500,0136,5752,"Research Project in MCB I"
MCB,4500,0137,5753,"Research Project in MCB I"
MCB,4500,0138,5754,"Research Project in MCB I"
MCB,4500,0139,5755,"Research Project in MCB I"
MCB,4500,0140,5756,"Research Project in MCB I"
MCB,4500,0141,5757,"Research Project in MCB I"
MCB,4500,0142,5758,"Research Project in MCB I"
MCB,4500,0143,5759,"Research Project in MCB I"
MCB,4500,0144,5760,"Research Project in MCB I"
MCB,4500,0145,5761,"Research Project in MCB I"
MCB,4510,0101,5762,"Research Project in MCB II"
MCB,4600,0101,5763,"Topics in MCB"
MCS,1000,0101,5767,"Introductory Marketing"
MCS,1000,0102,5768,"Introductory Marketing"
MCS,1000,0103,5769,"Introductory Marketing"
MCS,1000,0104,5770,"Introductory Marketing"
MCS,1000,0105,5771,"Introductory Marketing"
MCS,1000,0206,5772,"Introductory Marketing"
MCS,1000,0207,5773,"Introductory Marketing"
MCS,1000,0208,5774,"Introductory Marketing"
MCS,1000,0209,5775,"Introductory Marketing"
MCS,1000,0210,5776,"Introductory Marketing"
MCS,1000,DE,5777,"Introductory Marketing"
MCS,2000,0101,5778,"Bus Commun in a Changing World"
MCS,2000,0102,5779,"Bus Commun in a Changing World"
MCS,2000,0203,5780,"Bus Commun in a Changing World"
MCS,2000,0204,5781,"Bus Commun in a Changing World"
MCS,2020,01,5782,"Information Management"
MCS,2020,02,5783,"Information Management"
MCS,2020,DE,6662,"Information Management"
MCS,2100,DE,5784,"Personal Financial Mgmt"
MCS,2600,01,5785,"Consumer Behaviour"
MCS,2600,02,5786,"Consumer Behaviour"
MCS,2600,03,5787,"Consumer Behaviour"
MCS,3000,01,5788,"Advanced Marketing"
MCS,3030,0101,5789,"Research Methods"
MCS,3030,0102,5790,"Research Methods"
MCS,3030,0103,5791,"Research Methods"
MCS,3030,0104,5792,"Research Methods"
MCS,3030,02,5793,"Research Methods"
MCS,3040,01,5794,"Business and Consumer Law"
MCS,3040,02,5795,"Business and Consumer Law"
MCS,3040,DE,5796,"Business and Consumer Law"
MCS,3500,01,5797,"Marketing Analytics"
MCS,3500,02,5798,"Marketing Analytics"
MCS,3600,01,5799,"Consumer Information Processes"
MCS,3600,02,5800,"Consumer Information Processes"
MCS,3620,01,5801,"Marketing Communications"
MCS,3620,02,5802,"Marketing Communications"
MCS,4040,01,5803,"Mgmt in Product Development"
MCS,4060,01,5804,"Retail Management"
MCS,4100,01,5805,"Entrepreneurship"
MCS,4370,01,5806,"Marketing Strategy"
MCS,4370,02,5807,"Marketing Strategy"
MCS,4400,01,5808,"Pricing Management"
MCS,4600,01,5809,"International Marketing"
MCS,4600,02,5810,"International Marketing"
MCS,4920,01,5811,"Topics in Consumer Studies"
MGMT,1000,0101,5816,"Introduction to Business"
MGMT,1000,0102,5817,"Introduction to Business"
MGMT,1000,0103,5818,"Introduction to Business"
MGMT,1000,0104,5819,"Introduction to Business"
MGMT,1000,0105,5820,"Introduction to Business"
MGMT,1000,0106,5821,"Introduction to Business"
MGMT,1000,0107,5822,"Introduction to Business"
MGMT,1000,0208,5823,"Introduction to Business"
MGMT,1000,0209,5824,"Introduction to Business"
MGMT,1000,0210,5825,"Introduction to Business"
MGMT,1000,0211,5826,"Introduction to Business"
MGMT,1000,0212,5827,"Introduction to Business"
MGMT,1000,0213,5828,"Introduction to Business"
MGMT,1000,0214,5829,"Introduction to Business"
MGMT,1000,0215,5830,"Introduction to Business"
MGMT,1000,0216,5831,"Introduction to Business"
MGMT,1000,0217,5832,"Introduction to Business"
MGMT,1000,0218,5833,"Introduction to Business"
MGMT,1000,0219,5834,"Introduction to Business"
MGMT,1000,0220,5835,"Introduction to Business"
MGMT,1000,0221,5836,"Introduction to Business"
MGMT,1000,0222,5837,"Introduction to Business"
MGMT,2150,01,5838,"Intro to Canadian Business"
MGMT,3020,01,5839,"Corp Social Responsibility"
MGMT,3020,DE,5840,"Corp Social Responsibility"
MGMT,3320,01,5841,"Financial Management"
MGMT,3320,02,5842,"Financial Management"
MGMT,3320,03,5843,"Financial Management"
MGMT,3320,DE,5844,"Financial Management"
MGMT,3400,01,6958,"Current Topics in Management"
MGMT,4000,0101,5845,"Strategic Management"
MGMT,4000,0102,5846,"Strategic Management"
MGMT,4000,0103,5847,"Strategic Management"
MGMT,4000,0104,5848,"Strategic Management"
MGMT,4000,0105,5849,"Strategic Management"
MGMT,4000,0106,6924,"Strategic Management"
MGMT,4000,0107,6925,"Strategic Management"
MGMT,4020,0101,5850,"Food Product Development I"
MGMT,4050,01,5851,"Business Consulting"
MGMT,4350,01,5852,"Business Case Competition Prep"
MICR,2420,0101,5859,"Introduction to Microbiology"
MICR,2420,0102,5860,"Introduction to Microbiology"
MICR,2420,0103,5861,"Introduction to Microbiology"
MICR,2420,0104,5862,"Introduction to Microbiology"
MICR,2420,0105,5863,"Introduction to Microbiology"
MICR,2420,0106,5864,"Introduction to Microbiology"
MICR,2430,0101,5865,"Methods in Microb Cult & Phys"
MICR,2430,0102,5866,"Methods in Microb Cult & Phys"
MICR,3090,0101,5867,"Mycology"
MICR,3090,0102,5868,"Mycology"
MICR,3220,01,5869,"Plant Microbiology"
MICR,3230,01,5870,"Immunology"
MICR,3330,01,5871,"World of Viruses"
MICR,3420,01,5872,"Microbial Diversity"
MICR,4520,01,5873,"Microbial Cell Biology"
MUSC,1060,01,5874,"Music & Culture I"
MUSC,1130,DE,5875,"Introduction to Musicianship"
MUSC,1180,01,5876,"Musicianship I"
MUSC,1180,02,5877,"Musicianship I"
MUSC,1500,01,5879,"Applied Music I"
MUSC,1510,01,5880,"Applied Music II"
MUSC,2030,01,5881,"Music in Canada"
MUSC,2140,01,5882,"History of Jazz"
MUSC,2150,DE,5883,"Music & Popular Culture"
MUSC,2180,01,5884,"Musicianship II"
MUSC,2330,01,5885,"Music & Culture II"
MUSC,2410,01,5886,"Applied Composition I"
MUSC,2420,01,5887,"Applied Composition II"
MUSC,2500,01,5888,"Applied Music III"
MUSC,2510,01,5889,"Applied Music IV"
MUSC,2530,01,5890,"Instrumental Ensembles I"
